,author_name,book_average_rating,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
377,Justin Cronin,4.04,6690798,The Passage,Horror,Fiction,162834,17892,766,2010,3978
378,Jeanne Kalogridis,3.82,200544,Covenant with the Vampire,Horror,Paranormal,5664,180,384,September 1st 1994,3997
379,F. Paul Wilson,3.99,62571,The Keep,Horror,Fiction,16109,581,403,1981,4032
381,Whitley Strieber,3.75,201547,The Hunger,Horror,Paranormal,3070,136,384,1980,4426
386,Kim Newman,3.79,8970727,Anno Dracula,Horror,Fantasy,11099,1023,381,1992,7579
391,Brian Lumley,3.99,66655,Necroscope,Horror,Paranormal,17187,584,383,June 26th 1986,9907
396,Guillermo del Toro,3.78,6065215,The Strain,Horror,Science Fiction,72315,6189,403,2009,12577
398,Poppy Z. Brite,3.9,452244,Lost Souls,Horror,Paranormal,15616,687,355,September 1992,14597
403,J. Sheridan Le Fanu,3.84,48037,Carmilla,Horror,Classics,31513,2215,108,1872,20432
406,John Ajvide Lindqvist,4.07,943402,Let the Right One In,Horror,Fiction,76208,5329,513,May 2004,37224
420,Jen Lancaster,4.07,2202049,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",Nonfiction,Womens Fiction,26588,1947,400,May 1st 2008,3109
421,Lily Koppel,3.39,1704570,The Red Leather Diary: Reclaiming a Life Through the Pages of a Lost Journal,Nonfiction,Biography,3060,632,320,2008,3124
426,Sloane Crosley,3.45,2195289,I Was Told There'd Be Cake,Nonfiction,Humor,33247,3831,230,2008,3673
428,P.J. Haarsma,3.97,2112237,Betrayal on Orbis 2,Science Fiction,Young Adult,522,49,272,2008,3764
437,Malcolm Gladwell,4.13,3228917,Outliers: The Story of Success,Nonfiction,Psychology,420533,21703,309,2008,4714
442,Michael Pollan,4.08,315425,In Defense of Food: An Eater's Manifesto,Nonfiction,Food and Drink,93069,7365,205,2002,5682
452,Vicki Myron,3.87,3257136,Dewey: The Small-Town Library Cat Who Touched the World,Nonfiction,Animals,46930,5812,277,2008,10497
461,Randy Pausch,4.26,40611510,The Last Lecture,Nonfiction,Autobiography,272863,16030,206,2008,44412
485,Jeannette Walls,4.26,7445,The Glass Castle,Nonfiction,Autobiography,761058,46916,288,March 2005,4754
695,Ki Longfellow,4.23,11324204,Houdini Heart,Horror,Fantasy,1843,206,254,2011,10455
755,Elizabeth Gilbert,3.53,19501,"Eat, Pray, Love",Nonfiction,Autobiography,1321280,51575,334,February 16th 2006,4323
762,Orson Scott Card,4.3,375802,Ender's Game,Science Fiction,Fiction,984497,40614,324,1985,4891
790,Elie Wiesel,4.31,1617,Night,Nonfiction,Classics,837981,25369,120,1958,21242
794,Anne Frank,4.12,48855,The Diary of a Young Girl,Nonfiction,Classics,2332500,24105,304,1947,26030
857,Barack Obama,3.73,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Nonfiction,Politics,123572,4814,375,2006,21935
860,Eric Schlosser,3.74,1097,Fast Food Nation: The Dark Side of the All-American Meal,Nonfiction,Food and Drink,190896,5260,399,January 17th 2001,25589
862,Mark Z. Danielewski,4.12,24800,House of Leaves,Horror,Fiction,103039,9288,705,2000,29625
868,Steven D. Levitt,3.95,1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Nonfiction,Economics,606394,14824,320,April 12th 2005,48837
872,Erik Larson,3.99,21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Nonfiction,History,424509,29036,447,2003,64921
934,Peter Straub,3.95,19581,Ghost Story,Horror,Fiction,62016,1710,567,1979,2819
939,Arthur C. Clarke,4.08,112537,Rendezvous with Rama,Science Fiction,Fiction,115901,3351,243,June 28th 1973,2992
940,Norman Mailer,4.07,12468,The Executioner's Song,Nonfiction,Crime,16669,1083,1056,October 30th 1979,3007
944,Tom Wolfe,4.24,8146619,The Right Stuff,Nonfiction,History,37588,1210,352,1979,3295
959,Edward W. Said,4.09,355190,Orientalism,Nonfiction,History,13736,788,395,1978,5825
961,Helene Hanff,4.19,368916,"84, Charing Cross Road",Nonfiction,Writing,34638,5066,97,1970,6036
964,Vincent Bugliosi,4.02,105992,Helter Skelter: The True Story of the Manson Murders,Nonfiction,Crime,108379,3121,689,1974,6674
967,William Peter Blatty,4.16,179780,The Exorcist,Horror,Fiction,153780,3811,385,June 1971,7827
1002,Sarah Crossan,3.7,11544466,Breathe,Science Fiction,Young Adult,15939,1784,373,2012,4917
1004,Heather Anastasiu,3.72,10535458,Glitch,Science Fiction,Young Adult,7824,899,308,2012,5148
1013,Michael Crichton,4.0,40604658,Jurassic Park,Science Fiction,Fiction,717329,10047,480,November 7th 1990,2728
1025,Isaac Asimov,4.4,46654,The Foundation Trilogy,Science Fiction,Fiction,81702,1268,679,1953,432
1046,Adrian Mendoza,3.92,24034941,The Kaleidoscope: The Gift of Madness,Science Fiction,Fiction,48,11,184,2014,400
1047,Cyma Rizwaan Khan,4.22,22586406,Experiment,Science Fiction,Science Fiction,36,17,372,2014,400
1083,Jessica  Keller,4.04,20830614,Saving Yesterday,Science Fiction,Fantasy,84,26,292,2014,900
1086,H. Paul Honsinger,4.12,18318651,To Honor You Call Us,Science Fiction,Space,4204,281,454,November 4th 2012,967
1092,Kimberly Afe,3.52,20577546,The Headhunters Race,Science Fiction,Young Adult,497,73,196,January 1st 2014,1274
1137,Dave Pelzer,4.1,60748,"A Child Called ""It""",Nonfiction,Autobiography,343380,14814,184,1995,1267
1141,Primo Levi,4.3,6174,Survival in Auschwitz,Nonfiction,History,37388,1458,187,1947,1712
1146,Steven Callahan,4.11,121410,Adrift: Seventy-Six Days Lost at Sea,Nonfiction,Adventure,14036,752,344,1986,1908
1147,Ishmael Beah,4.15,43015,A Long Way Gone: Memoirs of a Boy Soldier,Nonfiction,Autobiography,145565,9873,229,2007,2163
1149,Corrie ten Boom,4.41,561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Nonfiction,Biography,218029,8886,242,January 1st 1971,2491
1150,Nathaniel Philbrick,4.15,17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nonfiction,History,71258,5173,302,December 1st 1999,2791
1151,Joe Simpson,4.21,18600,Touching the Void: The True Story of One Man's Miraculous Survival,Nonfiction,Adventure,44003,1484,218,1988,2868
1156,Jon Krakauer,3.97,1845,Into the Wild,Nonfiction,Biography,762908,19228,207,1996,4659
1157,Frank McCourt,4.09,252577,Angela's Ashes,Nonfiction,Autobiography,475148,10750,452,1996,5127
1158,Piers Paul Read,4.1,401514,Alive: The Story of the Andes Survivors,Nonfiction,Adventure,57694,1099,318,1974,5390
1161,Laura Hillenbrand,4.38,8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Nonfiction,History,635277,43843,473,2010,7792
1200,Elizabeth Letts,4.18,10340846,"The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation",Nonfiction,Animals,10239,1476,329,January 1st 2011,1483
1201,Gwen Cooper,4.19,6261477,Homer's Odyssey,Nonfiction,Animals,12803,1708,287,2009,1585
1205,Farley Mowat,4.14,291179,The Dog Who Wouldn't Be,Nonfiction,Animals,3496,239,175,1957,1723
1211,Ted Kerasote,4.2,430968,Merle's Door: Lessons from a Freethinking Dog,Nonfiction,Animals,17554,1729,398,2007,1884
1217,Dian Fossey,4.17,232577,Gorillas in the Mist,Nonfiction,Science,17781,193,326,August 25th 1983,2440
1221,Stacey O'Brien,4.09,3001512,Wesley the Owl: The Remarkable Love Story of an Owl and His Girl,Nonfiction,Animals,8539,1508,230,2008,2630
1222,Gerald Durrell,4.25,48132,My Family and Other Animals,Nonfiction,Autobiography,29475,2465,273,January 1st 1956,2637
1229,David R.  Gross,4.26,12005662,Animals Don't Blush,Science,Health,317,20,324,January 1st 2009,3293
1230,Eva Saulitis,4.21,13642241,Into Great Silence: A Memoir of Discovery and Loss among Vanishing Orcas,Nonfiction,Autobiography,265,41,272,January 1st 2013,3348
1238,Joy Adamson,4.17,758153,Born Free: A Lioness of Two Worlds,Nonfiction,Animals,30390,288,224,1960,7920
1241,John Grogan,4.13,12691,Marley and Me: Life and Love With the World's Worst Dog,Nonfiction,Animals,417998,13867,291,2005,11705
1247,Stephen R. Covey,4.08,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Nonfiction,Self Help,399462,7796,372,1989,11788
1249,Christopher Hitchens,3.97,43369,God Is Not Great: How Religion Poisons Everything,Nonfiction,Religion,77675,4299,307,by,16069
1250,Joan Didion,3.88,7815,The Year of Magical Thinking,Nonfiction,Autobiography,116930,8898,227,September 1st 2005,16710
1251,James Frey,3.63,1241,A Million Little Pieces,Nonfiction,Biography,199051,11209,432,2003,16813
1252,Lynne Truss,3.87,8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Nonfiction,Language,90535,4569,209,January 2nd 2003,17211
1254,Richard Dawkins,3.9,14743,The God Delusion,Nonfiction,Religion,200560,7473,374,October 2006,23647
1255,Bill Bryson,4.2,21,A Short History of Nearly Everything,Nonfiction,Science,240798,10361,544,May 6th 2003,29286
1256,Philip José Farmer,3.95,189147,To Your Scattered Bodies Go,Science Fiction,Fiction,26011,748,220,1971,16843
1258,Lois McMaster Bujold,4.31,61905,Barrayar,Science Fiction,Fiction,21577,790,336,1991,18919
1259,Richard K. Morgan,4.06,40792913,Altered Carbon,Science Fiction,Fiction,69624,4724,544,February 28th 2002,19860
1260,Iain M. Banks,4.27,18630,The Player of Games,Science Fiction,Fiction,51285,2165,293,August 1988,20807
1261,Frederik Pohl,4.07,218427,Gateway,Science Fiction,Fiction,35561,1330,278,1977,20808
1262,Connie Willis,4.13,77773,To Say Nothing of the Dog,Science Fiction,Science Fiction,28848,3403,493,January 1998,21508
1264,Vernor Vinge,4.14,77711,A Fire Upon the Deep,Science Fiction,Fiction,45927,2100,613,1992,25289
1265,Kim Stanley Robinson,3.85,77507,Red Mars,Science Fiction,Fiction,57715,2731,572,1992,29183
1266,Stanisław Lem,3.98,95558,Solaris,Science Fiction,Fiction,58630,2888,204,1961,29766
1268,Alfred Bester,4.12,333867,The Stars My Destination,Science Fiction,Fiction,37007,2332,258,1955,32549
1269,Mary Doria Russell,4.17,334176,The Sparrow,Science Fiction,Fiction,51044,6270,431,1996,36393
1270,Carl Sagan,4.13,61666,Contact,Science Fiction,Fiction,107585,2527,580,September 1985,46026
1271,John Scalzi,4.24,36510196,Old Man's War,Science Fiction,Fiction,131862,8220,351,December 27th 2005,47778
1312,J. Bartell,4.11,28219648,The 231 Club: My Ten Year Journey From Therapist to CIA Courier and Sanctioned Kills - A True Story,Nonfiction,Autobiography,99,60,322,2015,2800
1317,Samantha Durante,3.67,33107825,Stitch,Science Fiction,Young Adult,1159,323,314,July 30th 2012,3129
1362,Patricia Cornwell,3.44,6538,Portrait of a Killer: Jack the Ripper - Case Closed,Nonfiction,Crime,30835,1426,383,2002,14598
1368,Elizabeth Wurtzel,3.59,227603,Prozac Nation,Nonfiction,Autobiography,50687,1657,368,1994,18167
1370,Michael Moore,3.4,81176,"Dude, Where's My Country?",Nonfiction,Politics,14483,364,272,2003,19936
1377,O.J. Simpson,2.24,96833,"I Want to Tell You: My Response to Your Letters, Your Messages, Your Questions",Nonfiction,Crime,206,28,208,1995,31146
1378,Al Gore,3.75,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Nonfiction,Science,5800,468,328,2006,40756
1379,Justin Bieber,4.26,8752457,First Step 2 Forever,Nonfiction,Biography,4840,507,240,January 1st 2010,40996
1392,Truman Capote,4.06,168642,In Cold Blood,Nonfiction,Classics,453464,13849,343,1965,145102
1421,Frank Herbert,4.21,234225,Dune,Science Fiction,Fiction,598915,15723,604,June 1st 1965,271577
1436,Julie Powell,3.7,13747,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Nonfiction,Autobiography,141955,7675,310,2005,15845
1441,Thomas   Harris,4.17,23807,The Silence of the Lambs,Horror,Fiction,399164,4645,338,1988,31117
1442,Peter Benchley,3.97,126232,Jaws,Horror,Fiction,120703,2896,320,May 6th 1973,32192
1502,Susanna Kaysen,3.9,68783,"Girl, Interrupted",Nonfiction,Autobiography,163135,4038,169,1993,32854
1527,John Berendt,3.91,386187,Midnight in the Garden of Good and Evil,Nonfiction,Crime,194260,7575,386,January 13th 1994,38138
1543,Malala Yousafzai,4.1,17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,Biography,313491,17582,327,November 1st 2012,12877
1549,Tina Fey,3.95,9418327,Bossypants,Nonfiction,Humor,719436,37118,283,2011,20977
1551,Rebecca Skloot,4.05,6493208,The Immortal Life of Henrietta Lacks,Nonfiction,Science,487579,31382,370,2010,31150
1564,Douglas R. Hofstadter,4.3,24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Science,Nonfiction,37283,1586,777,1979,14736
1565,Charles Darwin,3.98,22463,The Origin of Species,Science,Nonfiction,83935,2036,703,November 24th 1859,15551
1569,Stephen Hawking,4.15,3869,A Brief History of Time,Science,Nonfiction,228826,6804,212,April 1st 1988,30132
1581,Azar Nafisi,3.59,7603,Reading Lolita in Tehran: A Memoir in Books,Nonfiction,Autobiography,106276,7100,356,March 25th 2003,10069
1586,Helen Keller,4.08,821611,The Story of My Life,Nonfiction,Biography,118305,2057,240,1902,22618
1610,Sri Sri Ravi Shankar,4.72,182521,Celebrating Silence: Excerpts from Five Years of Weekly Knowledge 1995-2000,Nonfiction,Spirituality,1377,94,206,2001,38738
1639,Jenny  Lawson,3.9,12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,Autobiography,143188,16829,318,2012,12492
1640,Cheryl Strayed,3.98,12262741,Wild: From Lost to Found on the Pacific Crest Trail,Nonfiction,Autobiography,507473,37183,315,2012,14669
1660,Mindee Arnett,3.79,17149396,Avalon,Science Fiction,Young Adult,3716,609,418,2014,6610
1662,Joelle Charbonneau,3.97,17165932,Independent Study,Science Fiction,Young Adult,28510,2310,310,2014,13234
1673,Steve Hockensmith,3.48,7090785,Dawn of the Dreadfuls,Horror,Horror,21230,935,287,March 6th 2007,13516
1677,Julia Karr,3.72,11706625,Truth,Science Fiction,Young Adult,1626,184,299,2012,8812
1708,Charles Stross,3.88,17866,Glasshouse,Science Fiction,Fiction,10012,559,335,2006,4445
1721,David Estes,4.06,16160701,Fire Country,Science Fiction,Young Adult,1953,388,398,January 23rd 2013,6147
1723,Sara  King,4.1,35292712,Forging Zero,Science Fiction,Fiction,6486,353,610,March 12th 2013,7477
1729,Ian McDonald,3.92,278280,River of Gods,Science Fiction,Fiction,5086,359,597,June 7th 2004,4736
1730,Neal Asher,4.14,240297,The Skinner,Science Fiction,Fiction,5095,228,432,2002,4861
1731,Robert J. Sawyer,3.84,264950,Calculating God,Science Fiction,Fiction,7820,733,338,June 3rd 2000,4866
1732,Nick Harkaway,4.12,3007704,The Gone-Away World,Science Fiction,Fiction,10488,1577,0,June 1st 2008,4959
1733,Becky Chambers,4.17,22733729,"The Long Way to a Small, Angry Planet",Science Fiction,Fiction,45095,7882,518,2014,5222
1734,Peter F. Hamilton,4.25,3437328,The Temporal Void,Science Fiction,Space,17639,450,746,2008,5311
1735,Cherie Priest,3.5,1137215,Boneshaker,Science Fiction,Fantasy,29389,3921,416,June 1st 2009,5532
1736,Alastair Reynolds,4.02,89184,Absolution Gap,Science Fiction,Fiction,15528,506,756,November 27th 2003,6390
1737,Ramez Naam,4.05,13642710,Nexus,Science Fiction,Fiction,15269,1534,460,December 16th 2012,6807
1738,Peter Clines,3.94,15062217,14,Horror,Science Fiction,26205,3213,372,2012,7257
1739,M.R. Carey,3.94,17235026,The Girl With All the Gifts,Horror,Fiction,158133,17834,461,January 14th 2014,7408
1740,Daniel Suarez,4.27,8488830,Freedom™,Science Fiction,Fiction,23029,1379,486,January 7th 2010,8524
1741,Daniel H. Wilson,3.68,9634967,Robopocalypse,Science Fiction,Fiction,32984,4014,347,January 1st 2011,8661
1742,Jeff VanderMeer,3.67,17934530,Annihilation,Science Fiction,Fiction,116876,14310,195,2014,8760
1743,Hannu Rajaniemi,3.83,7562764,The Quantum Thief,Science Fiction,Fiction,16786,1741,336,2010,11520
1744,China Miéville,3.87,9265453,Embassytown,Science Fiction,Fiction,23587,2816,345,2011,12796
1745,Liu Cixin,4.05,20518872,The Three-Body Problem,Science Fiction,Fiction,82530,9484,400,2007,17287
1746,Peter Watts,4.0,48484,Blindsight,Science Fiction,Fiction,21584,1959,384,2006,18762
1747,Robert Charles Wilson,4.01,910863,Spin,Science Fiction,Fiction,31257,2047,464,April 2005,25292
1748,Ann Leckie,3.98,17333324,Ancillary Justice,Science Fiction,Fiction,62418,7221,386,2013,27716
1751,Jay Anson,3.84,293101,The Amityville Horror,Horror,Fiction,93383,1944,315,September 13th 1977,6694
1758,Flora Rheta Schreiber,4.0,67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Nonfiction,Psychology,77531,1374,460,1973,15028
1760,Jack Ketchum,3.96,179735,The Girl Next Door,Horror,Fiction,18608,2004,370,December 1st 1989,18178
1770,Carrie Harris,3.69,12087573,Bad Taste in Boys,Horror,Young Adult,3128,513,201,2011,8580
1807,Aysha Akhtar,5.0,41817429,"Our Symphony with Animals: On Health, Empathy, and Our Shared Destinies",Nonfiction,See top shelves…,2,0,336,7th,499
1845,Trish Thorpe,2.67,16003423,Fisheye,Nonfiction,Autobiography,104,25,210,2012,2685
1851,Monica Valentinelli,4.5,12770990,Haunted: 11 Tales of Ghostly Horror,Horror,Horror,28,6,142,January 1st 2011,2898
1864,Tyler Chase,4.35,23258641,Van Laven Chronicles: Throne of Novoxos,Science Fiction,Romance,299,128,437,July 15th 2014,3888
1891,Carlyle Labuschagne,4.32,19148794,Evanescent,Science Fiction,Science Fiction,50,16,388,November 15th 2013,8884
1919,Kate Hawkings,3.71,12486526,The Sphinx Project,Science Fiction,Young Adult,296,40,254,February 26th 2012,4973
1924,Suzanne Lazear,3.56,9277339,Innocent Darkness,Science Fiction,Young Adult,1194,236,408,January 1st 2012,5521
1925,Galaxy Craze,3.56,12814540,The Last Princess,Science Fiction,Young Adult,5844,643,295,2012,5921
1934,Trisha Wolfe,3.89,11647944,Destiny's Fire,Science Fiction,Young Adult,1539,201,224,January 8th 2012,7313
1948,Claire Merle,3.51,12367267,The Glimpse,Science Fiction,Young Adult,2118,310,411,June 1st 2012,9937
1958,Dean Koontz,3.96,14995,Odd Thomas,Horror,Fiction,227910,6865,446,2003,5469
1960,Chuck Klosterman,3.75,599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Nonfiction,Writing,60366,3440,272,July 20th 2003,4133
1965,Sarah Vowell,3.98,3110,Assassination Vacation,Nonfiction,History,36915,3625,258,2005,6284
1972,Stephen Colbert,3.91,611298,I Am America (And So Can You!),Nonfiction,Humor,75072,3435,230,2007,15735
1975,Caitlin Kittredge,3.57,6234910,The Iron Thorn,Science Fiction,Fantasy,5768,719,492,January 1st 2011,7426
1996,Alex Kotlowitz,4.26,41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Nonfiction,Sociology,11610,825,323,February 1st 1991,4748
1997,Robert Kurson,4.28,9530,Shadow Divers,Nonfiction,History,22121,1983,335,by,4889
2000,Thomas L. Friedman,3.68,1911,The World Is Flat: A Brief History of the Twenty-first Century,Nonfiction,History,90989,3456,616,January 1st 2005,5240
2001,A.J. Jacobs,3.77,28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,Nonfiction,Humor,24300,2449,389,January 1st 2004,5577
2004,David Simon,4.38,18956,Homicide: A Year on the Killing Streets,Nonfiction,Crime,13474,997,646,1991,6098
2007,Siddhartha Mukherjee,4.31,7170627,The Emperor of All Maladies: A Biography of Cancer,Nonfiction,Science,64066,5649,571,2010,6713
2010,Michael   Lewis,4.26,1301,Moneyball: The Art of Winning an Unfair Game,Nonfiction,Sports and Games,82392,4469,317,2003,7148
2011,Steven Johnson,3.9,36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World",Nonfiction,History,32123,3027,299,October 19th 2006,7253
2014,Randy Shilts,4.38,28212,"And the Band Played On: Politics, People, and the AIDS Epidemic",Nonfiction,History,19740,1079,656,1987,7891
2015,Nassim Nicholas Taleb,3.91,242472,The Black Swan: The Impact of the Highly Improbable,Nonfiction,Economics,68231,4031,366,2007,8089
2017,Barbara Demick,4.43,40604846,Nothing to Envy: Ordinary Lives in North Korea,Nonfiction,History,54429,6522,316,2009,8575
2018,Yuval Noah Harari,4.45,23692271,Sapiens: A Brief History of Humankind,Nonfiction,History,205485,17028,443,2011,8687
2020,Anne Fadiman,4.16,12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Nonfiction,Health,58278,4217,341,1997,8837
2021,Philip Gourevitch,4.25,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Nonfiction,History,24215,1474,356,September 30th 1998,9278
2023,Sebastian Junger,4.09,6545608,The Perfect Storm: A True Story of Men Against the Sea,Nonfiction,History,95515,1604,227,1997,9471
2024,Naomi Klein,4.23,1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Nonfiction,Politics,31972,2355,558,September 18th 2006,9542
2026,Dan Ariely,4.11,1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Nonfiction,Psychology,81690,4375,400,February 19th 2007,9564
2027,Dale Carnegie,4.17,4865,How to Win Friends and Influence People,Nonfiction,Self Help,418132,10597,288,October 1936,10967
2029,Rachel Carson,3.96,27333,Silent Spring,Nonfiction,Science,28864,1748,378,September 27th 1962,13060
2030,Jared Diamond,3.93,475,Collapse: How Societies Choose to Fail or Succeed,Nonfiction,History,51622,2930,608,December 29th 2004,13997
2032,Christopher McDougall,4.28,6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,Sports and Games,140317,12614,287,January 2009,15055
2033,Anthony Bourdain,4.05,33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Nonfiction,Food and Drink,180022,9694,312,May 22nd 2000,15458
2034,Dave Cullen,4.28,5632446,Columbine,Nonfiction,Crime,57084,7112,417,March 1st 2009,16498
2036,Oliver Sacks,4.05,63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,Psychology,135971,5256,243,1985,18572
